Name der Klinik,Textuelle Bewertung,Sternebewertung,Datum der Bewertung,Likes,sentiment,sentimentBewertung
Krankenhaus Hameln,Netter sauberer Eingangsbereich. Die Information mit sachkundigen netten Personal besetzt. Die Krankenzimmer könnten bißchen sauberer sein. Parkplätze sind kostenpflichtig. Da sollte eine Anzeige sein ob noch welche frei sind. Das Krankenhauspersonal ist sehr Fach Kompetenz und über aus hilfsbereit und freundlich.,4,vor einem Jahr,1,"Sentiment(polarity=0.6166666666666667, subjectivity=0.0)",Positiv
Krankenhaus Hameln,Katastrophe trotz regelmäßigen Wehen wurde man weggeschickt und nicht ernstgenommen. Nie wieder in dieses Krankenhaus.,1,vor 6 Monaten,1,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Krankenhaus Hameln,"Wollte meinen Bruder telefonisch erreichen, ist aber nicht möglich, da er auf eine andere Station verlegt wurde und dieses nicht im Computer vermerkt  wurde. Was für ein Krankenhaus.... Also da möchte ich nicht liegen. Das gehört mal an die Presse! Ich weiß, daß es nicht an den Mitarbeitern liegt, sondern an der Leitung des Krankenhauses.",1,vor einem Jahr,3,"Sentiment(polarity=0.25, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Unzumutbar für eine Gebährende.Essen sollte sich eine Hochschwangere selber besorgen trotz schwindel .Termin zur Einleitung wurde nicht eingehalten Statt dessen wurde die Hochschwangere ruhig gestellt mit der Aussage man hätte keine Zeit sich zu Kümmern.Aussagen ,das eine Begleitperson ab Muttermund öffnung dabei sein darf war völlige Verarsche.Sie musste unter wehen am Bauzaun stehen und der Vater auf der anderen Seite.Einer vom Sicherheitsdienst so extrem Unfreundlich.**Die Umstände hier so schlimm das die Schwangere mit Wehen und geöffnetem Muttermund aus der Klinik geholt wurde um sie in eine andere Klinik einzuliefern.**Ihr solltet euch was schämen .Einer Familie den schönsten Tag so zu versauen...Pfui...",1,vor 7 Monaten,4,"Sentiment(polarity=-0.8111111111111112, subjectivity=0.0)",Negativ
Krankenhaus Hameln,Ohoh ganz schlecht keinen zu entfehlen  man Würde wieder weggeschickt trotz wehen und offenen muttermunt und schwupp müsste man in ein Krankenhaus  und Kind war drei Stunden später da aber es wären ja nur senckwehen,1,vor 6 Monaten,9,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)",Negativ
Krankenhaus Hameln,Lange Wartezeiten,3,vor 5 Monaten,2,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Krankenhaus Hameln,Für dieses Krankenhaus dürfte man keine Sterne geben...wie kann das sein das mein 6jähriger Sohn jetzt schon 2 std warten muss bis er mal behandelt wird...dieses Personal dürfte kein Geld bekommen...dieses Krankenhaus sollte geschlossen werden...oder da sollte mal richtig aufgeräumt werden...,1,vor 10 Monaten,2,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Krankenhaus Hameln,Ich fand die Mitarbeiter sehr freundlich und kompetent.,5,vor 6 Monaten,2,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Krankenhaus Hameln,heute  um  1.00 Uhr ich  war mit  starke schmerzen in ganze körpergewicht fiber kopf schmerzen auge schmerzen um 02.00 hab ich in krankehaus angerufern dort haben mir gesagt Sie mussen hier kommen um 10:00 Uhr ich war im krankehaus  eine Arztinen hat mir gar nicht untersuchen gemacht  hat gesagt gehen zu hause montag machen termin für untersuchen beim hausarzt .**ich habe  gesagt ok   können sie  nur fiber messen weil ich binn sehr  schlim Sie hat mir gesagt ich habe keine fiber messen sie  sollen kaufen fibermmesen .**Sie  soll nicht  im krankenhaus  arbeiten,1,vor 8 Monaten,2,"Sentiment(polarity=-0.48333333333333334, subjectivity=0.06666666666666667)",Negativ
Krankenhaus Hameln,"Ich war heute zu einer Koloskopie hier und habe sehr gute Erfahrungen gemacht. Das Personal war sehr freundlich und überaus kompetent, von der Anmeldung über das Beratungsgespräch, die Behandlung und Nachsorge fand ich mich in den besten Händen. Da habe ich in der Vergangenheit an anderer Stelle wesentlich schlechtere Erfahrungen gemacht. Gerade, wenn man dadurch mit einem mulmigen Gefühl zur Behandlung kommt, ist man durch so eine positive Erfahrung überaus erleichtert. Liebes Team um Dr. Neuhäuser: Besten Dank und viele Grüße!",5,vor einem Jahr,3,"Sentiment(polarity=0.67, subjectivity=0.1)",Positiv
Krankenhaus Hameln,"Den Laden kann man vergessen, versuchen sich nur rauszureden, erzählen was von positiven Corona Test, trotz 2 negativen Gegentests und negativen Cts, Einsicht völlige Fehlanzeige. Patient sollte trotzdem isoliert bleiben...was weiß ich warum die mit Brechstange jemanden in die Corona Statistik einfügen wollen, wer weiß was die dafür kriegen, für mich war das versuchte Nötigung... was wäre wenn die sich das genau da dann eingefangen hätte, wären auch nur Ausreden gekommen... bloss nicht von denen testen lassen, oder vollspinnen lassen. Am besten nur mit Gesundheitsamt damit man seine Wünsche und Forderungen durchgesetzt kriegt und die mal über ihre Pflichten aufgeklärt werden... von Moral und Empathie haben die sowieso keinen Plan. Absolut nicht zu empfehlen.",1,vor 9 Monaten,4,"Sentiment(polarity=0.28125, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Lassen einen wie Tiere warten, wenig bis keine Empathie. Überall Spinnennetze, Hygiene wird nicht allzu groß geschrieben.",1,vor 10 Monaten,10,"Sentiment(polarity=0.35, subjectivity=0.5)",Positiv
Krankenhaus Hameln,"In der Notaufnahme habe  früher schon mal schlechte Erfahrungen gemacht, aber auf Station war ich jetzt zufrieden. Einziger Negativpunkt ist leider die manchmal fehlende Kommunikation.**Hatte dadurch unnötig Stress.**Die Untersuchung war aber sehr gewissenhaft.**Pflegekräfte sehr freundlich und bemüht mich bei der Blutabnahme nicht allzusehr zu ärgern, obwohl das bei mir schon immer problematisch war.****Natürlich merkt man, dass die Rationalisierungsmaßnahmen unnötig Stress verbreiten.**Auf allen Seiten.....",4,vor einem Jahr,5,"Sentiment(polarity=0.052380952380952375, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Ich bin seit 5 Tagen hier und wurde von Anfang(Notaufnahme)bis jetzt, immer kompetent, fürsorglich und lieb behandelt! Ein ganz großes Dankeschön an die Ärzte und das Pflegepersonal!",5,vor einem Jahr,2,"Sentiment(polarity=0.85, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Leider überhaupt kein Ort an dem man sich aufgehoben fühlt.**Musste in der Nacht auf Montag in die Notaufnahme, und diese Erfahrung hat mir gereicht:**Die Schwestern waren mehr mit ihrer Raucherpause und Snacks beschäftigt als mit Patienten, der Arzt war leider kaum zu verstehen und dem Deutschen auch nicht wirklich mächtig.**Ich kann durchaus verstehen das bei Stress und Hektik manches etwas dauert, aber wenn lediglich ein anderer Patient anwesend ist und augenscheinlich auch kein Notfall, ist es doch unschön, über zwei Stunden warten zu müssen ohne zu erfahren was überhaupt jetzt passiert.**Dazu Kommentare wie: ""wer Angst vor Nadeln hat, hat im Krankenhaus nichts zu suchen"" oder ""ihnen war ihre Gesundheit ja bisher auch nicht wichtig"".....**Und als Krönung wird man als junge Frau dann mitten in der Nacht beinahe vor die Tür geschoben weil es jetzt Zeit wäre, nach Hause zu gehen, es wäre ja nichts....**Wenn ich es irgendwie vermeiden kann, sieht mich dieses Krankenhaus nie wieder, so etwas musste ich noch nirgendwo anders erleben und hoffe für alle die dort hin müssen, das sie es besser haben",1,vor einem Jahr,2,"Sentiment(polarity=-0.15104166666666669, subjectivity=0.4666666666666667)",Negativ
Krankenhaus Hameln,"Einfach nur eine Katastrophe! Mehr kann und brauch man nicht dazu sagen! Ein Ereignis von mehreren war, dass die Krankenhaus-Tasche meines, damals, gerade verstorbenen Vaters verschwunden ist! Es wurde meiner Mutter eine pampige Antwort gegeben dass die Tasche gesucht wird... Zwar ist sie am Ende aufgetaucht, aber ich finde dass geht gar nicht. Man holt sich außerdem als Patient häufig dort irgendwas weg an Bakterien. Das Personal ist unfreundlich und dass schlägt auch auf die Laune der Patienten wieder.  Klar ist der Job nicht leicht, aber so unfreundlich zu werden ist nicht in Ordnung...",1,vor einem Jahr,6,"Sentiment(polarity=-0.1625, subjectivity=0.225)",Negativ
Krankenhaus Hameln,Es ist die schlimmste Gefäß Abteilung glaube ich in Deutschland nicht zu empfehlen,1,vor 7 Monaten,15,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Sehr freundlich sehr kompetent,  top modern , top sauber das Sana Team hat meinem Papa nach einem Herzinfarkt das Leben gerettet 👍🥰",5,vor einem Jahr,3,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Man wird dort schnell operiert, aber danach will keiner mehr etwas damit zu tun haben. Die Nachsorge und Kommunikation ist eine Katastrophe.",2,vor einem Jahr,2,"Sentiment(polarity=0.175, subjectivity=0.25)",Positiv
Krankenhaus Hameln,musste  mit mein  Patenkind 18monate  alt in kh und  musste knapp  3std warten so was geht garnicht am besten schließt ihr das Krankenhaus und lernt euren  Beruf mal  richtig wie ihr mit den  Patienten  umzugehen  habt,1,vor einem Jahr,1,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Die Klinik ist eine reine Katastrophe seit dem sie SANA heißt. Viele Stationsärzte sind aus dem Ausland, einige kaum zu verstehen. Wer sich in Sana Hameln begibt, der wird dann hinterher sicherlich hier oder wo anders eine negative Bewertung abgeben. Sorry Sana Hameln, aber es ist leider zum größten Teil die Wahrheit, was hier in Rezessionen geschrieben wird.",1,vor einem Jahr,7,"Sentiment(polarity=0.0, subjectivity=0.25)",Neutral
Krankenhaus Hameln,Das Krankenhaus ist wirklich nicht das beste.Schade Aber mache Mitarbeiter waren nett und andere wieder nicht.,1,vor einem Jahr,4,"Sentiment(polarity=0.25, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Warten und warten ohne Ende**Weil in diese Krankenhaus fehlt den Kommunikation**Bei Not Aufnahme di wollen zu erste das jemand am sterben ist , sonst einfach warten**Entweder mit 40 grad Fiber oder mit kaputten Fuß**Ich höre immer das Gleich (Notärzten sind überfordert von eine schlimme Unfall was gerade passiert ist )**Ich warte seit schon 5 Stunde nur zum Bescheid zu wissen und welche Zimmer muss ich stationiert werden!!!!!",1,vor einem Jahr,4,"Sentiment(polarity=-0.21666666666666667, subjectivity=0.0)",Negativ
Krankenhaus Hameln,Sehr unfreundlich Die Ärzte und beleidigend in der Notaufnahme.  Es wird ein grund haben warum man mit dem rtw kommt . Sowas geht garnich und ich werde auf Grund dessen auch ein Schritt weiter gehen . Man sollte sich als Patient wohl und verstanden fühlen und nicht runter gemacht werden . Traurig schlechtes Krankenhaus 😠😡,1,vor einem Jahr,2,"Sentiment(polarity=-0.4, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Intensiv station ist die schlechte station, nach Beschwerde bim Stationscheh war schlimmer als seiner Mitarbeitern, sagte :kann ich nichts ändern und schlechte Mitarbeitern bleiben immer noch.**Große Enttäuschung 👎🏻",1,vor einem Jahr,2,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Bin hier mit meinem Bein aufgenommen worden, bin hier richtig behandelt worden und bin voll zufrieden und darf das Krankenhaus bald auf eigenen Beinen verlassen. Jeder sollte sich sein eigenes Bild machen und nicht auf diese dämlichen Kommentare hören.",5,vor einem Jahr,2,"Sentiment(polarity=-0.425, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Unfassbar! Mein Vater liegt in der C3 als Premium-Privatpatient.**Leider hält es kein Arzt für notwendig über gesundheitliche Veränderungen zu informieren. Weder, das der Patient über Nacht mehrere Stunden auf dem Boden gelegen hat, noch das er eine Salmonelleninfektion hat.**Hier weiß keiner, wer zuständig ist. Wer Diensthabender Arzt ist, kann keiner sagen. Zur Krönung: Die freche Dame an der Rezeption sagt: ""Dann halten Sie mich nicht länger auf"" und legt auf.**0,0 Sterne für diesen unorganisierten Sauhaufen!!!**Dieses Krankenhaus hat der Namen nicht verdient und hier sollte mal aufgeräumt oder am besten gleich geschlossen werden.",1,vor einem Jahr,8,"Sentiment(polarity=-0.1111111111111111, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Op-Bereich müsste die Warterei anders organisieren. Die Op selbst war gut. Und das wars dann auch schon. Im Vorfeld wurde nicht richtig aufgeklärt, Unterlagen vergessen und hinterher habe ich 4 Stunden gewartet das ich mal entlassen wurde. Dann wurde die Au falsch ausgestellt, Medikamente verschrieben die ich nicht nehmen darf, und auch sonst gab es das alles erst nach 10 Mal fragen. Die Krankenzimmer sind leider noch immer so schlecht wie damals trotz An-und Neubau.",2,vor einem Jahr,1,"Sentiment(polarity=-0.4388888888888889, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Ein Krankenhaus das eher auf Profit statt auf die Gesundheit seiner Patienten wert legt!!! Meine Mutter war Wochen lang dort, bevor sie dorthin ging war ihr Zustand zwar schon nicht gut aber sie war kein Pflegefall! Nun kann sie nichts mehr alleine.. ihre Medikamente fürs Herz wurden einfach zu Beginn des Aufenthalts abgesetzt was zur folge hat das sie nun wieder starke Probleme damit hat. Nach unzähligen fehlgeschlagenen Eingriffen bei denen man mit ansehen konnte wie es ihr zunehmend schlechter geht,  ist sie nun wieder zuhause. Vorher konnte sie wenigstens kleinere Mengen bei sich behalten doch das ist jetzt nur noch Wunschdenken! Ein Arzt sagte ihr die Wahrheit über ihren Zustand doch am nächsten wurden ihr von einem anderen falsche Hoffnungen gemacht. Weshalb sie sich nun daran klammert und tatsächlich die Therapie die ihr vorgeschlagen wurde weiter in Betracht zieht! Obwohl man klar sagen muss das sie aufgrund des körperlichen Zustandes eigentlich überhaupt nicht in der Lage ist das auszuhalten!!! Das wird wieder nur dazu führen das es ihr noch schlechter geht und sie nicht auch dahin gehend zu beraten wie es anders sein könnte ist für mich reine Profitgier oder einfach inkompetent! Dank diesem Krankenhaus ist die ihr verbleibende Lebenszeit nicht mehr lebenswert. Ich kann nur davon abraten sich dort behandeln zu lassen!",1,vor 2 Jahren,3,"Sentiment(polarity=-0.29393939393939394, subjectivity=0.1575757575757576)",Negativ
Krankenhaus Hameln,"Ende Januar 2020 hatte ich einen chirurgischen Eingriff auf der gynäkologischen Station des Sana Klinikums in Hameln. Einige Tage zuvor waren die Aufnahme-Formalitäten schnell erledigt. Am Tag des Eingriffs konnte ich nach kurzer Vorstellung in der Patienten-Aufnahme sofort zum OP-Bereich durchgehen. Nach sehr kurzer Wartezeit wurde der Eingriff unter Vollnarkose vom Chefarzt Dr. Noesselt durchgeführt. Nach kurzer Aufwachphase im Aufwachraum kam ich auf mein Zimmer und wurde 4 Tage lang aufmerksam, liebevoll und kompetent von den Schwestern, Pflegern und weiterem Personal umsorgt.**Dr. Thomas Noesselt ist eine Koryphäe auf seinem Gebiet. Er klärte vor der OP sehr gut und geduldig über den Eingriff auf und führte diesen mit großer Professionalität durch. Ich konnte nach sehr kurzem Aufenthalt die Klinik verlassen. Vielen, vielen Dank dafür.**Ich empfehle die Sana Klinik in Hameln und die Station für Gynäkologie und Geburtshilfe mit 5 Sternen weiter.",5,vor einem Jahr,1,"Sentiment(polarity=0.185, subjectivity=0.1)",Positiv
Krankenhaus Hameln,Am Fingerklipp befand sich noch Blut vom Vorgänger.. sehr unhygienisch und absolut nicht nachvollziehbar! Habe es leider zu spät gesehen auf der Überwachungsstation...,1,vor einem Jahr,4,"Sentiment(polarity=0.35, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"War heute in der Notaufnahme dort, Personal ist freundlich. Ich wurde schnell behandelt. Innerhalb von 1 Stunde war ich mit meiner genähten Hand wieder draußen.",4,vor einem Jahr,3,"Sentiment(polarity=0.5666666666666667, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Dieses Krankenhaus empfehle ich nicht weiter da die Empfänger an der Notaufnahme sehr unfreundlich sind und viel zu lange Wartezeiten haben, bei 1100 Pflegern und Ärzten müssen doch andere frei sein die, die Leute annehme können und behandeln eine Unverschämtheit finde ich das wenn man dran gekommen ist sie einen SOGAR FALSCH behandeln wenn man einen Bruch hat dann sollte kein Pfleger die Schiene anlegen sondern ein professioneller Arzt der EXTRA FÜR BRÜCHE UND BEHANDELN EINGESETZT wird, lachkick",1,vor einem Jahr,5,"Sentiment(polarity=-0.325, subjectivity=0.25)",Negativ
Krankenhaus Hameln,"Ich konnte schon einige Erfahrungen in diesem Krankenhaus sammeln, leider. Aus allen möglichen Perspektiven.**Patienten, Angehörige , Praktikantin...**Dieses Krankenhaus ist eine reine Katastrophe. Besonders die Notaufnahme.**Würde mich nicht wundern wenn in der Notaufnahme jemand verbluten würde..**Unfreundliches und inkompetente Personal.**Mangelndes Verständis und nur auf Umsatz aus. Auf Kritik geht das Personal nicht ein oder reagiert aggressiv.**Wenn möglich fahrt nicht dieses Krankenhaus an. Fahrt lieber zum nächsten.",1,vor einem Jahr,7,"Sentiment(polarity=-0.1111111111111111, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Ich war nie eine Person die gerne ins Krankenhaus geht, außer wenn es um meinem Sohn geht. Mit der Kinderklinik bin ich sehr zufrieden, man muss nicht lange warten und das Personal ist auch sehr lieb und verständnisvoll. Jedoch war ich heute selber beim ärztlichen Notdienst, weil es mir sehr schlecht ging. Meine lymphknoten sind ganz stark angeschwollen und selbst das Schlucken war eine reinste Qual. Die Schmerzen gingen bis zum Ohr und dazu hatte ich starke Gliederschmerzen durch die Entzündung im Hals. Ich musste zwei und halb Stunden auf dem Stuhl mit solchen Schmerzen warten!!! Natürlich gibt es auch andere die warten und den es auch nicht besser geht, aber ein einziger Doktor für diese ganze Menge an Menschen??? Als ich dran kam, wurde ich von dieser unsympathischen Ärztin erstmal angemacht warum ich weine ? Und dass sie das nicht abkann, wenn man weint. Ich hatte starke Schmerzen und musste lange so warten, natürlich verliert man da auch mal paar Tränen, wie kann man so Unverständnisvoll und herzlos sein. Wenn man keine Lust und Geduld für diesen Job hat dann sollte man den auch nicht  machen ! Die Schwestern am Empfang gucken einen auch nur an als wäre man bescheuert und würde aus Lust und Laune da auftauchen. Einfach unfreundlich!!  Also wenn man sich Nicht mal mehr ins Krankenhaus traut, trotz dass es einem schlecht geht ,weil man weiß man wird nur schlecht empfangen dann sollte man sich echt mal Gedanken machen sana Klinikum Team.",1,vor einem Jahr,1,"Sentiment(polarity=-0.0410714285714286, subjectivity=0.017857142857142856)",Negativ
Krankenhaus Hameln,"So ein unfreundliches Pack, auf eine kurze frage kam eine pissige und patzige Antwort",1,vor einem Jahr,4,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Vielen Dank an alle Mitarbeiter, Schwestern, Pfleger und Ärzte für die durchweg sehr gute Betreuung, Versorgung und Pflege während meines 4-tägigen Aufenthaltes! Angefangen von der Aufnahme, OP-Vorbereitung, Anästhesie, OP, Überwachungsstation, Station C3 bis hin zu Verpflegung und Zimmerreinigung fühlte ich mich rundum von sehr engagiertem Personal bestens betreut. Dankeschön 😘 👍🏻 Viele Grüße von Andreas Wolski",5,vor einem Jahr,5,"Sentiment(polarity=0.16666666666666666, subjectivity=0.5)",Positiv
Krankenhaus Hameln,"Wenn es Minus Sterne geben würde, dann würde ich diese vergeben. Man kommt mit starken Schmerzen und wird wieder weg geschickt, weil es ein Brückentag ist und unterbesetzt ist. Zudem noch die Orginalaussage, das man es hat kommen sehen, das alle Leute mit irgendwelchen Wehwechen heute kommen. Unfassbar! Zudem mein Facharzt das Sana Klinikum als Vertretung angegeben hat. Das ist die letzte Klinik. Und das war nicht der erste Fall. Nie wieder!",1,vor einem Jahr,8,"Sentiment(polarity=0.0875, subjectivity=0.0)",Positiv
Krankenhaus Hameln,Meine Omas waren beide schon oft dort und wurden immer gut versorgt. Auch der Umgang mit uns Angehörigen ist professionell und freundlich. Die Zimmer sind hell und sauber und der Ausblick ist fantastisch. Ich vertraue diesem Krankenhaus sehr,5,vor 2 Jahren,5,"Sentiment(polarity=0.7125, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"Ich habe leider keine guten Erfahrungen im Sana Klinikum gemacht.**4 Stunden auf Röntgen warten ist definitiv zu lange und anschliessend, bedingt durch Missverständnisse , eine Privatärztliche Rechnung zu bekommen grenzt schon an Unverfrorenheit.**Wenn möglich werde ich in Zukunft ein anderes Krankenhaus wählen.",1,vor einem Jahr,4,"Sentiment(polarity=-0.39999999999999997, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"2 Sterne nur für Freundlichkeit, für den Rest leider 0.**Nach der Anmeldung zur Geburt und nach dem Gespräch mache ich mir noch mehr Sorgen und habe nun wirklich Angst.**Es wurde nichts geplant und nichts geklärt. Irgendwie ins Krankenhaus kommen, irgendwie entbinden, nach paar Stunden oder 2 Tage kann nach Hause gehen... das wars. Also die Entbindung und die Behandlung sind eine große Frage geblieben.",2,vor 2 Jahren,1,"Sentiment(polarity=0.33999999999999997, subjectivity=0.0)",Positiv
Krankenhaus Hameln,"KREISSAAL/ ENTBINDUNGStation****Ich wurde mit vorzeitigen Wehen eingeliefert und bin in dem Kreissaal (sehr freundlich und kompetentes Personal) sofort versorgt worden.**Im Anschluss bin ich nach dem ich meine Wehenhemmer (31 ssw) bekommen habe auf die Entbindungsstation gekommen.**Auch hier kompetentes und freundliches Personal, welches versucht Wünsche zu berücksichtigen und umzusetzen. Die Ärzte nehmen sich deiner Probleme an und vertrauen nicht nur auf die Geräte, sonder auf das persönliche Empfinden.**Die Ärzte der Kinderklinik haben sich vorgestellt und auch ein Handbuch da gelassen in dem man alles aus dem Gespräch nochmal nachlesen konnte. In gewissen Situationen ist man nicht vollständig aufnahmefähig und ist froh im Nachhinein nochmal darauf zurück greifen zu können. Eine Besichtigung im Vorfeld ist erwünscht und stellt kein Problem dar.****Zum Essen: für die Patienten der EBS gibt es morgens sowie abends ein nahrhaftes Frühstücksbuffet!**In meinem Fall war ich bettlägerig und bekam eine Servicekraft, welche sich meine Wünsche und Bitten annahm und diese auch erfüllte. So hatte ich keine Nachteile und bekam das selbe wie am Buffet.**Mittagessen: Zulieferung einer Großküche halt, da muss man Abstriche machen. Man kann es essen, jedoch schadet es nicht sich von den Familienangehörigen diesbezüglich  ein wenig verwöhnen zu lassen......****Wünsche für den Hunger zwischendurch sind kein Problem.****Betten: ich verweile ein wenig länger und bin froh liegen zu können ohne Schmerzen. Es ist bequem und unkompliziert.  WELAN  kann für 2 Wochen kostenlos genutzt werden.**TV und Radio kosten pro Tag aber auch hier gibt es ein kostenlimit.****Zimmer und Badezimmer:**Werden täglich gereinigt und auch stellen mit dem Hygienekreuz werden peinlichst genau gereinigt.**Potentielles 3 Bettzimmer, belegt mit 2 Betten.**Das Kliente wird aneinander angepasst. Ausnahmen bestätigen die Regel.  Manchmal sind einem die Hände gebunden. Jeder hat das Recht auf ein Zimmer. Ich kann mich nicht beschweren.  Das Zimmer hat die absolut ausreichende Größe.**Desinformationsmittel stehen bereit an der Toilette/Flächen und auch für die Hände.****Von mir gibt es insgesamt 4,5 Sterne (kleiner Abzug Mittagessen)**Ich freue mich schon heute auf die Entbindung hier.**Ich bin sehr zufrieden!",5,vor einem Jahr,3,,
Krankenhaus Hameln,Meine Erfahrung ist schlecht es gab ein vorfall der arzt bittete mich Tabletten von zuhause zu holen ich ging nach Hause um sie zu holen dan kamm ich wieder und wollte durch die Notaufnahme um die Tabletten dem arzt zu bringen so vorne an der Information hat eine mich blöd angemacht ne ich darf nicht durch ich sage ich will zu meinem vater dan nahm sie mir die Tabletten weg und ging ich ging trotzdem durch die Notaufnahme zu meinem vater dan kamm die und hat uns weiterhin blöd angemacht ich rate euch allen nicht da hin zu gehen Danke,1,vor einem Jahr,5,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"Wir waren gestern mit unseren kleinen 8 Wochen dort da er an einem starken reflux leidet. Eigentlich sollten wir stationär da bleiben, aber auf einmal hieß es sie wäre voll..Ein Ultraschall wurde uns verwehrt weil Aussage des Assistenz Arztes, sie dafür ambulant nur 4euro bekommen und sie es deswegen nicht machen dürfen..Das ist der größte Witz..tolles Gesundheits System was auf dem Rücken der kleinen Babys ausgetragen wird..Uns sieht das Kh nicht wieder. Bin ich froh das wir unseren Sohn (drittes Kind) nicht in diesem Kh gekriegt haben.wir werden jetzt den weiteren Weg in Kauf nehmen und nach Detmold fahren",1,vor einem Jahr,5,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
Krankenhaus Hameln,"Personal freundlich, Klinik sauber, aber sehr lange Wartezeiten. Bei einem umgeknickten Knöchel mussten wir 5 1/2 Stunden warten (insgesamt mit Aufnahme, Besprechung, Röntgen und Behandlung)",4,vor einem Jahr,2,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
Krankenhaus Hameln,So ein schlechtes Krankenhaus habe ich mein Leben noch nie gesehen habe so starke Rückenschmerzen Freitagabend gehabt dass ich nicht mehr laufen sitzen stehen konnte haben mich angenommen und nach zwei Stunden warten mit voll Schmerzen haben sie mich wieder nach Hause geschickt und haben gesagt die können nichts machen ich muss zum Hausarzt und mein  Hausarzt hat gesagt es muss geröntgt werden und als Aussage vom Arzt ich wäre  noch zu jung um zu röntgen sehr tolles Krankenhaus alle Ärzte haben versagt,1,vor 2 Jahren,5,"Sentiment(polarity=0.175, subjectivity=0.25)",Positiv
Krankenhaus Hameln,"Jedes Krankenhaus in Deutschland hat so seine Probleme. Dies liegt meistens am Gesundheitssystem (rechtliche Vorschriften) sowie fehlendem Personal. Trotzdem bemühen sich alle das beste daraus zu machen!****In einer Notaufnahme wird nach Dringlichkeit behandelt, wenn sich Patienten beschweren das sie aufgrund eines Verkehrsunfalls nun noch länger Warten müssen kann ich dies absolut nicht nachvollziehen!!****Ebenso die Patienten die wegen einer Zecke, Mückenstichen oder Rückenschmerzen seit einem halben Jahr dort hin gehen. Es ist eine NOTAUFNAHME!****Ich selber habe dort schon einiges erlebt und gegenüber Patienten oft mit dem Kopf schütteln müssen.****Ich kann nichts negatives über das Krankenhaus im Vergleich zu anderen sagen, alle bemühen sich.",5,vor einem Jahr,11,"Sentiment(polarity=-0.26875, subjectivity=0.0)",Negativ
Krankenhaus Hameln,"NIEMALS MEHR DA Sparmaßnahmen, kein Personal, wenn total überlastet,  keine wichtigen Geräte, wenn man sterben will, kann man da rein gehen in Kardiologie ein GRAUS, sollte besser ganz schließen. Stern für Lebensrettung Dr.Vogler, nur letztendlich enttäuschend zu späte Handlungen, schade das erfahrenen Patienten kein Glauben an instabiler Angina Pectoris Anfällen geschenkt wird,-6x vor dem Todes H.-Infarkt zu stehen ist nicht mehr lustig, mit verschuldet SCHLECHTE BAD MÜNDER KLINIK Kardio, wo gleich 3Ärzte falsch behandelt haben, war leider Vorläufer. Aus Zeitgründen Oberarzt Hameln sich falsch, ohne eigen Untersuchung, auf Vorbefunde stützte u viel zu späte Handlung Herz-Katheter Tisch. UNDING auch noch falscher Fahrrad-Belastungstest mit Stressmedikament Anordnung. Die 2wenigen Oberärzte Kardio haben es verdient Ihr Wissen woanders einzusetzen im Eigen Neuaufbau  Herzzentrum Hameln als in dieser  Pleite Führung  Chaos Klinik ,...den die vielen Herzpatienten haben sowas im Raum Hameln nicht verdient ob alt oder wie ich noch jünger mit Teens-Kindern, nur gut das blond nicht gleich blöd heißt und ich mir selber helfen konnte in mehrfach ass100 Einnahme und Vereisung Kühlung,.. Krankenwagen auch ein diskutabler Punkt 2schlechte Notärzte der Handlung und nicht Einhaltung der Wunschklinik ,...",1,vor einem Jahr,4,"Sentiment(polarity=-0.5650000000000001, subjectivity=0.09)",Negativ
Krankenhaus Hameln,Sehr undfreundlich Personal Stink Faul,1,vor 8 Monaten,8,"Sentiment(polarity=-1.0, subjectivity=0.0)",Negativ
