K_ID,Name_der_Klinik,Sternbewertung,Datum_der_Bewertung,Likes,Textuelle_Bewertung,Unnamed: 6,sentiment,sentimentBewertung
9,Sophienklinik GmbH, 2 Sterne ,vor 3 Jahren,2,"Die OP ist gut verlaufen .Die Zimmer waren gut,aber das Pflegepersonal ist eine Zumutung.Zum Teil verstehen sie kein Deutsch oder lesen den Hinweis auf Allergien nicht,so wie es mir passiert ist.Da sollte sich was dran ändern.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,2,Sehr groß.,,"Sentiment(polarity=0.7, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,1,"Die Schwestern und Ärzte sind extrem freundlich, das Essen ist frisch, gesund und lecker und alles ist modern und schön. Man fühlt sich gut aufgehoben",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,3,"Seit Montag, 04.02.2019 in der neuen Sophie.
Hier der erste Erfahrungsbericht.

Empfang und Anmeldung trotz Montagsansturm zügig.
Wartezeiten kürzer im Vergleich mit vielen Arzpraxen.
Zwischen Empfang und Anmeldung wird ein Nummernsystem an der Wand angezeigt sodass man in der Cafeteria wartend in etwa die Wartezeit einschätzen kann.
Leider sind in der Nähe keine weiteren Sitzgelegenheiten. Allerdings scheint es auch keinen Verzehrzwang in der Cafeteria zu geben.
Mitarbeiter an Empfang und Anmeldung wie auch auf der Station (auch nach dem Schichtwechsel) ausnahmslos sehr freundlich und hilfsbereit!

Erfreulich und erheiternd: Kostenloses Wlan.

Für die Hotspotanmeldung muß man den Nutzungsbedingungen zustimmen.
Hier ein Auszug aus denselben vom 04.02.2016

Allgemeine Nutzungsbedingungen
Der Betreiber das Unternehmen Mustermann GmbH mit Sitz in Mustergasse 1 A -
1234 Musterstadt stellt im Rahmen seiner technischen betrieblichen und
wirtschaftlichen Möglichkeiten dem Kunden mit einem wlanfähigen Endgerät
einen kostenlosen Zugang zum Internet zur Verfügung.

Lustig, nicht wahr? Liest leider vermutlich nie jemand.

Ebenfalls lobenswert: Wer kein eigenes wlanfähiges Gerät mitbringt kann gegen
eine Gebühr von € 2 pro Tag einen Tabletcomputer incl Tischhalterung ausleihen.
Kopfhörer werden preiswert für € 3.- zum Kauf angeboten.

Mehr in Kürze

Fortsetzung meiner Bewertung vom 04.02.2019

Es bleibt bei 5 Sternen auch am zweiten Tag.

Zimmer (kann nur eines beurteilen):
Hell und geräumig mit großen Fenstern, 3 Betten elektrisch verstellbar,
Wandsteckdosen, üblicher aber praktischer Klinik-Nachttisch.
1 abschliesbarer Schrank mit Doppeltür für jeden Patienten.
Bei einem von dreien steckten die Schlüssel.
4 Kleiderbügel im Schrank und genügend Platz auch für etwas mehr Gepäck.
Besonders lobenswert der eingebaute, kostenlose, einfach
zu bedienende Safe mit Zahlencode.
Kleiner Arbeitstisch für Arzt und Pflegepersonal mit Desinfektionsspender.
1 Tisch ca 90x90cm und 3 Stühle runden die Einrichtung ab.
Vom Zimmer durch eine Tür abgetrennt die Nasszelle mit Dusche hinter Glas.
Neben dem Waschbecken Seifen- und Desinfektionsspender.

Mahlzeiten
Vorab möchte ich klarstellen: Volle Punktzahl für das Essen.
Die von einem Caterer ca 2 Std vor Ausgabe gelieferten Mahlzeiten werden vor dem Verteilen auf Temperatur gebracht und heiß serviert.
Kassenpatienten können täglich zwischen 3 Variationen wählen.
Auswahl und Qualität sind hervorragend.
Die Speisekarte wiederholt sich alle 3 Wochen.
Aushang für die aktuelle Woche ist vorhanden aber schwer zu finden.
Könnte man evtl im Internet veröffentlichen oder zumindest deutlich sichtbar anbringen. Die gebotene Speisenauswahl auch für Kassenpatienten braucht sich wirklich nicht verstecken.
Die nette Dame, die täglich von jedem Patienten die Bestellung aufnimmt,wird dadurch bestimmt nicht ihren Job los.
Die Vorfreude auf frische im Haus gebackene Brötchen war verfrüht.
Zum Frühstück wurden die Brötchen kalt und kein bischen knusprig serviert.
Das reicht aber nicht zum Sterneabzug da auf Wunsch nicht nur verschiedene Brötchen sondern auch verschiedene  leckere Brotsorten angeboten werden.",,"Sentiment(polarity=0.20945945945945946, subjectivity=0.06756756756756757)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,0,"Ich wurde an der Linken Schulter Op.alles super verlaufen,Pflege Personal, Anästhesie, Ärzte,einfach toll.
Ich fühlte mich sehr gut aufgehoben.
Lg",,"Sentiment(polarity=0.3833333333333333, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 1 Stern ,vor 2 Jahren,5,"Montag soll die OP sein , heute zum Vorgespräch. Der Termin war um 10.45 Uhr , pünktlich angemeldet und dann leider 3 Stunden gewartet - kurzes Gespräch und jetzt warte ich bereits wieder um mit dem Stations Arzt zu sprechen . Danke das hätte man anderes lösen können .
- Kein sie können später wieder kommen
- Kein Zeitungen
- Keine Möglichkeiten die Zeit rumzukriegen
Nur ein Bäcker ( Personal freundlich) mit natürlich überteuerten Preisen . ( Im KH üblich )
Aber bei mittlerweile fast 4 Stunden Wartezeit ( trotz Termin ) einfach traurig . Hoffe die Tage nach der OP verlaufen besser",,"Sentiment(polarity=0.26666666666666666, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 1 Stern ,vor einem Jahr,1,"Mich haben beim Vorgespräch für eine geplante Sinuslift OP in der kommenden Woche gewisse Sprachbarrieren (s. auch andere Rezensionen hier in diesem Forum), Unkenntnis der Art der geplanten OP und mangelnde Einsichtnahme in den von mir ausgefüllten Fragebogen zu Vorkrankungen/Allergien etc. nicht wenig verunsichert.",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 2 Sterne ,vor 2 Jahren,1,"Die Station 1 Ost ist mit den Schwestern echt super. Was ich allerdings überhaupt nicht gesundheitsfördernd finde,sind die Betten. Nach meiner Op musste ich ,da mein Bein in einer Schiene ruhig gestellt werden musste ,auf den Rücken schlafen. Das Bett war so unbequem, das ich am nächsten Morgen wahnsinnige Steißschmerzen hatte.  Da müsste dringend was geändert werden. Die Verpflegung was Frühstück und Abendessen angeht war ok. Mittagessen ließ leider zu wünschen übrig. Auch was die Zimmerausstattung betrifft ,ist noch Luft nach oben. Man sollte sich überlegen ob man nicht doch lieber Tv's anbringt ,denn nicht jeder hat ein Tablet oder will sich extra dafür eins leihen. Was ich loben muss ist die eingebaute Bäckerei. Super lecker und sehr nette Bedienung.",,"Sentiment(polarity=0.3227272727272727, subjectivity=0.07272727272727274)",Positiv
9,Sophienklinik GmbH, 2 Sterne ,vor 2 Jahren,0,"Ich selbst war in der Klinik, Unterbringung Station Ost.
Leider war meine Erfahrung nicht immer positiv. Mein Bettnachbar bspw hatte eine Entfernung der Mandeln und musste erstmal nach fragen ob man nicht viel Eis essen soll nach solch einem Eingriff. Ebenso die Kuhlkrawatte wurde nur zurückhaltend rausgegeben. Ich erwarte doch, dass man vom Personal aus auf die Patienten zugeht und nicht noch diese komisch anschaut, wenn sie wieder ein Eis wollen oder eine Kühlung.
Da ich selbst nur einen sehr kleinen Eingriff am Ohr hatte, musste ich auch nur kurz bleiben.

Ich hatte Zweibettzimmer gebaucht/bezahlt und der schöne Service den man angeblich dazu liest, scheint wohl nur auf dem Papier zu existieren. Ich habe nicht jeden Tag frische Handtücher bekommen (war 3 Nächte dort) und auch den persönlicher Service durch unsere Patientenassistentin habe ich vermisst. Ich habe den selben Service erhalten wie mein Bettnachbar der nicht als „privatpatient“ geführt wurde bzw. Das 2 Bett Zimmer bezahlt hat.

Ich erwarte nicht hier durch Bezahlung auf Händen getragen zu werden, aber wenn man auf der Homepage damit wirbt, sollte man es auch umsetzen.

Die PraktikantenInnen waren doch alle noch sehr unerfahren und bräuchten in meinen Augen jemanden der ihnen zeigt wie man mit Patienten umgeht und pflegt.

Bei den Schwestern gibt es auch sehr große Unterschiede im Service und Freundlichkeit.

Von den sogenannten Stationsärzten habe ich nichts mitgekommen. Keine Ahnung was deren Aufgabe ist genau.

Ich war froh dort nicht viel Hilfe zu benötigen aber wer wirklich auf Hilfe angewiesen ist, da frage ich mich doch ob man diese auch bekommt. Meinem bettnachbarn habe ich bspw geholfen am Tag seiner Entlassung seine Tasche aufs Bett zu heben, er durfte nicht schwer heben. Keiner des Personals bot ihm dies an. Wichtig war nur das der Patient bis 9 raus ist.

Am Empfang wurde man sehr nett begrüßt.",,,
9,Sophienklinik GmbH, 1 Stern ,vor 4 Jahren,3,"Ich war leider in vielen Krankenhäuser in meinem Leben....Aber so ein Krankenhaus habe ich noch nie gesehen ...gebaut 1955 ...sieht aber aus als wenn es vor dem Krieg erbaut wurde...Zimmer sind so klein das man NICHT mal die Nachttisch auf machen kann..Die man auch nicht öffnen will , da sie total versifft u dreckig sind ....Toiletten u Bad im Flur und man diese mit 23 Patienten teilen
muss ....Auch die Therapie! Ein Witz....
Das überhaupt die Ärzte Patienten in so eine Einrichtung überweisen ist ein Witz .
Die Krankenkassen sollten für so ein derecksloch nicht bezahlen ...
Es ist eine Zumutung...
Jetzt muss ich noch mal in die Praxis um ein spritze in die Schulter zugekommen...Da es dort steriler ist 😂😠😨 .....",,"Sentiment(polarity=0.1, subjectivity=0.36)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,2,"Ich kann nur sagen: Sehr nettes Personal.Freundlich Aufmerksam zuvorkommen.
Egal ob auf Station oder in der Verwaltung.
Auch von der Sauberkeit im gesamten Gebäude,tadellos.
Auch im OP toll.
Kam mir vor wie in einer großen Familie.
Haben mir meine Angst komplett genommen.
Auch das Ärzte Team  Hut ab..
War dort wegen Rotatorenmanschettenriss dort stationär in Behandlung.
Danke an meinen Arzt Dr. Haase.
Alles bestens verlaufen.
Danke",,"Sentiment(polarity=0.27, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 2 Sterne ,vor 2 Jahren,2,"Ich selbst war nun in dieser Klinik im HNO Bereich. Viele Angestellte dort sind wirklich freundlich und hilfsbereit, aber leider habe ich auch genau das Gegenteil erlebt.

Freundlich wurde ich begrüß im Eingangsbereich und bei den Damen für den Verwaltungsakt.
Ich war auch überrascht wie schnell ich gerufen wurde, danach musste ich aber fast 3h warten bis der Stationsarzt mich aufrief. Ok Wartezeit ist ja teilweise ok, aber 3h ist in meinen Augen nicht mehr vertretbar und dann auch ohne Entschuldigung. Der Arzt begrüßte mich wirklich sehr distanziert und kühl (genau das Gegenteil vom Empfang)
Er betete seine Fragen runter, ging auf Fragen meinerseits nur sehr kurz ein. Musste sich dann bei einer Sache von meinen Unterlagen auch bei der Kollegin nachfragen (da dachte ich echt ob er den Namen Stationsarzt hat oder gerade frisch Arzt geworden ist und ob er auch seinen Job gut machen kann fachlich). Sprachlich war es auch nicht einfach sich mit ihm zu verständigen, ehrlich wurde mir da ganz anders. Es ist doch schlimm in der Medizin wenn ein Patient Sorgen haben muss, nicht verstanden zu werden, weil zwei Nationalitäten auf einander treffen und sprachlich eine große Hürde zwischen dem Arzt und dem Patienten liegt.
Auch im weiteren Verlauf traf ich wieder auf den selben Arzt und es war auch dort wieder eine Katastrophe.

Das Haus sollte doch sehr darauf achten bei der Wahl seines Personals/Ärzten.

Einige Pflegerinnen sind wirklich alles andere als menschlich und freundlich, Empathie gleich null und hier auch sprachliche nicht immer einfach zu verstehen gewesen und ich hatte auch den Eindruck das ich nicht immer verstanden wurde. Auch wurde teilweise auf Hilfe mürrisch reagiert und man dachte, wirklich helfen und pflegen möchte man nicht.

Aber ich habe auch genau das Gegenteil bei den Pflegerinnen erlebt. Nur solche Ausreißer trüben dann eben das Bild.

Die Kommunikation zwischen Arzt und Klinik könnte defintiv noch oder in meinen Fall sage ich muss verbessert werden, was den Patienten angeht. Einige Infos seitens Arzt und Krankenhaus wurden nicht ausgetauscht, ebenso Infos von der Klinik an den Arzt.

Ansonsten eine saubere Klinik und sehr ruhig.",,,
9,Sophienklinik GmbH, 4 Sterne ,vor 2 Jahren,1,"Sehr schönes helles Belegzimmer. Sehr freundliches und äußerst zuvorkommendes Personal. Verpflegung sehr gut. Man kann zwischen mehreren Gerichten auswaehlen. Schnelle Genesung garantiert, da es an nichts fehlte.
Einziger Makel: Für mich war das Bett zu kurz. Es gab kein passend langes. Brett am Fussende war abmontiert. Ebensowenig war das Bett noch nicht elektrisch verstellbar - mechsnisch ( von Annotuck ). Deshalb nur 4 Punkte.",,"Sentiment(polarity=0.275, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 5 Jahren,0,"Ich habe mich sehr, sehr wohlgefühlt!! Auch nach der o.p verspürte ich eine wohltuende Behandlung! Das Essen war gut. Danke dem gesamten Personal der St. Zwei !!",,"Sentiment(polarity=0.2, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,1,"Sehr nette, freundliche und qualifizierte Ärzte und med Personal am Nacht. Ich bedanke mich für die Behandlung nach dem OP. Bleiben Sie alle Gesund! LG Eugen Stejner 🇩🇪",,"Sentiment(polarity=0.5, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,0,Tolle Belegklinik. Großen Wert auf Hygiene und Service,,"Sentiment(polarity=0.85, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 5 Jahren,0,"Alles super, bin sehr zufrieden. Op ist gut verlaufen, das personal ist ausnahmslos freundlich und gut versorgt wird man ebenfalls. Alles bestens",,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 3 Sterne ,vor 2 Jahren,2,"Zimmer war OK. OP von Dr. Trübenbach war super. Essen sehr lecker. Verbessert werden sollte die Kommunikation unter Ärzten und Anestesie ( das Gespräch verlief anders als erwartet. Beispiel sind Sie sich sicher, daß Sie wirklich wegen dem Knie da sind und nicht am Rücken bzw an der Wirbelsäule operiert werden.) Schade finde ich das Patienten die länger bleiben müssen keine Zeitschriften erwerben können. Nicht jeder kommt mit einem Tablet klar( ältere Menschen). Der Bäcker als Angebot ist einfach zu Teuer. Entlassung war etwas hektisch. Erst war die Visite wo man erfahren hat, dann geht's heute nach Hause dann kam das Frühstück, im Anschluss habe ich meine Sachen gepackt, dazwischen kam aber noch die Physiotherapeutin die noch Übungen für zu Hause zeigte. Laut Patienteninfio muss das Zimmer bis 9:00 Uhr verlassen werden es war viertel vor neun und die Reinigungskraft wurde sehr unfreundlich warum das Zimmer noch nicht geräumt ist. Die nächsten Patienten warten schon. Dabei war ich doch schon dabei zu gehen.",,"Sentiment(polarity=-0.02307692307692309, subjectivity=0.0)",Negativ
9,Sophienklinik GmbH, 4 Sterne ,vor 4 Jahren,0,Fühlte Mich sehr gut aufgehoben und versorgt. Personal sehr freundlich und kompetent.,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 3 Sterne ,vor 2 Jahren,2,"OP lief glatt, Zimmer waren OK, Pflegepersonal größtenteils sehr freundlich, gelegenlich gab es leicht Sprachbarrieren. Was nicht geht ist die unterirdische Kommunikation zwischen den verschiedenen Abteilungen und im Besonderen zwischen Klinik und Patient. Immer wieder gab es widersprüchliche Infos für den Patienten zum weiteren Behandlungsablauf. Auch die Kommunikation zwischen Belegarzt und Klinik muss verbessert werden. Generell ist hier noch Luft nach oben.",,"Sentiment(polarity=0.13999999999999999, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,1,Sehr freundlicher Personal und Hilfsbereit nach meiner Nebenhöhlen OP,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 4 Jahren,0,Habe gute Erfahrungen gemacht Ärzte waren nett und das Personal auch ich kann mich nicht beklagen.,,"Sentiment(polarity=0.8333333333333334, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 4 Jahren,1,"Alles super! Die OP verlief gut und ich fühlte mich an den Tagen nach der OP gut versorgt. Das Essen war gut, das Personal freundlich und ich habe keinen Grund mich zu beschweren.
Ich will nicht sagen ""gerne wieder"", denn wer will schon krank sein, aber falls ich mal wieder zu einem Krankenhausbesuch gezwungen bin, dann wähle ich falls möglich die Sophien-Klinik.",,"Sentiment(polarity=0.08333333333333331, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 4 Sterne ,vor 3 Jahren,3,"Ich wurde am 2.1.2018 von dr. Krukenberg operiert. Er war wie immer kompetent und freundlich.
Die Klinik wurde neu gebaut und im September 2017 eröffnet . Es gibt noch einiges zu verbessern. Im 2 Bett Zimmer gibt es im sehr großzügigen Bad noch keine Ablagen für die Waschutensilien, es fehlt noch ein Hocker in der Dusche, das Licht im Bad geht nicht automatisch an, was mit Gehhilfen schwierig zu bewältigen ist. Die Betten sind gut, per Fernbedienung zu verstellen. WLAN ist kostenlos. .
Ein Kiosk wäre schön. Es fehlen noch gemütliche Sitzecken, wenn man Besuch hat und nicht im Zimmer sein möchte.
Alles im Allen ist es aber in meinen Augen ein sehr empfehlenswertes Belegbetten Krankenhaus, und wenn die letzen Mängel behoben sind, top.
Anzumerken wäre noch, das das Personal größtenteils aus fremden Ländern kommt, aber gut deutsch spricht.",,"Sentiment(polarity=0.5333333333333333, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 4 Sterne ,vor 4 Jahren,0,"Ich bin sehr zufrieden, die OP verlief sehr gut, auch sonst war alles gut.",,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 1 Stern ,vor 3 Jahren,3,"Unterlassene Hilfeleistung. Nach meiner Knie OP bekam ich keine Thrombosestrümpfe. Trotz mehrfachen bettelns meinerseits (weiblich, 40 Jahre) bekam ich keine, mit der Aussage, es sei Samstag und man hätte keine passenden. Zudem hätten sie andere ""wichtigere"" Dinge zu tun, als sich darum zu kümmern. Mein Partner fuhr dann knapp zwei Tage nach der OP ins Sanitätshaus, um mir welche zu kaufen. Zu spät. Leider kämpfe ich nun auch noch gegen eine 2-Etagen Thrombose.",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
9,Sophienklinik GmbH, 4 Sterne ,vor 3 Jahren,1,"Ich habe mich am 17.10.2017 in der neuen Sophienklinik an der Schulter Operieren lassen von Dr. Krukenberg,top gelaufen muss mann schon so sagen.Tolle Zimmer,alles sauber,Personal freundlich wenn es auch mansch mal den Eindruck hatte das sie zuviel von einen wollen für mich Persönlich mansch mal schon ein wenig an strengend aber gut zu wissen das sie dort um ihre Patienten bemüht sind.
Was für mich Persönlich eigentlich gar nicht ging wahr das Essen am Mittag eine einzige Katastrophe was wirklich verbessert werden muss,Frühstück und Abend Essen wahr gut.
Was man auch verbessern müsste währe das man sich auch mal was aus einen  Automaten holen könnte da dieses zur Zeit gar nicht angeboten wird,man kann zur Zeit nur am Tage zu dem Bäcker am Tage gehen der auch ganz schön gesalzene Preis hat.Ich denke man kann auch Geld verdienen über die Maße wenn so einen Standpunkt hat.",,"Sentiment(polarity=0.5472222222222223, subjectivity=0.22222222222222224)",Positiv
9,Sophienklinik GmbH, 2 Sterne ,vor 7 Jahren,0,Bis aufs Essen und die Anmeldung und die Cafeteria konnte man mal wieder alles vergessen. Wann wird der Laden geschlossen.,,"Sentiment(polarity=-0.35, subjectivity=0.0)",Negativ
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,0,Fühle mich dort sehr gut behandelt,,"Sentiment(polarity=1.0, subjectivity=0.0)",Positiv
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,3,Die Sophie Klinik ist  wunderbar. Wer was anderes sagt ist dumm,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
9,Sophienklinik GmbH, 1 Stern ,vor 3 Jahren,2,Die Reinigung  ist grotten schlecht liegt nicht am Pflegepersonal ...mit einem Lappen !!@ WC - Dusche ' Tische  - Pat - Zimmer...,,"Sentiment(polarity=-0.5, subjectivity=0.0)",Negativ
9,Sophienklinik GmbH, 1 Stern ,vor 3 Jahren,0,"Sehr unhöfliche Krankenschwestern die Betten sind ungemütlich und man muss sie per Handgriff einstellen die Türen Rahmen sind kaputt,die Türen auch. man kommt pünktlich an und trotzdem muss man 9 Stunden warten bis zu der op ich empfehle es niemanden ich gehe auch niewieder hin",,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
9,Sophienklinik GmbH, 3 Sterne ,vor 7 Jahren,1,Sehr Nettes personal,,"Sentiment(polarity=0.0, subjectivity=0.0)",Neutral
9,Sophienklinik GmbH, 2 Sterne ,vor 7 Monaten,2,"(Übersetzt von Google) Zeit der Vermittlung des Kunden 1 Stunde. Katastrophe .. Nach der Operation Kundenservice schlecht .. Nur Essen gut .. Ich bekam 1 Tag Aufenthalt Gebühren 10 € .. Komm schon, ich bin versichert .. Es war wahrscheinlich ein Hotel .. Entschuldigung Ja, ich war nervös ..

(Original)
Czas  zalatwienia klijenta 1godz.  Katastrofa ..  Po operacji obsługa klienta słaba  .. Tylko jedzenie dobre .. Dostalem Opłaty za pobyt 1dzień 10€ ..  Chodz Jestem ubezpieczony .. To chyba był hotel .. Przepraszam Tak byłem  zdenerwowany ..",,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.0)",Negativ
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 6 Monaten,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,0,,,,
9,Sophienklinik GmbH, 4 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 2 Sterne ,vor 9 Monaten,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Monat,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,0,,,,
9,Sophienklinik GmbH, 1 Stern ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,0,,,,
9,Sophienklinik GmbH, 4 Sterne ,vor 3 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 1 Stern ,vor 5 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 2 Jahren,0,,,,
9,Sophienklinik GmbH, 4 Sterne ,vor 2 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 1 Stern ,vor 4 Jahren,0,,,,
9,Sophienklinik GmbH, 4 Sterne ,vor 3 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 4 Sterne ,vor 4 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Jahr,0,,,,
9,Sophienklinik GmbH, 3 Sterne ,vor 5 Jahren,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor einem Monat,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 7 Monaten,0,,,,
9,Sophienklinik GmbH, 5 Sterne ,vor 3 Jahren,0,,,,
10,KRH Klinikum Großburgwedel, 5 Sterne ,vor 2 Wochen,0,"Ich liege zur Zeit noch hier im Krankenhaus Großburgwedel. Allen Schwestern und Pfleger , die einen sehr schweren Job in dieser Zeit hier verrichten, möchte ich vielen Dank sagen. Auch gilt mein Dank an Herrn Dr. Grotjahn.",,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)",Positiv
10,KRH Klinikum Großburgwedel, 3 Sterne ,vor 2 Monaten,0,"Wie viele schon feststellen konnten, es ist halt sehr alt und runtergekommen.
Leider auch ziemlich schmutzig.
Das Essen, welches ja auch einem Heilprozess dienen soll, ist nicht der Rede wert.
ABER, der fachliche Inhalt stimmt einfach.
Gutes, freundliches und qualifiziertes Personal.",,"Sentiment(polarity=0.33999999999999997, subjectivity=0.2)",Positiv
10,KRH Klinikum Großburgwedel, 4 Sterne ,vor einem Monat,0,"Ich war im Oktober 2020 in der urologischen Abteilung und kann nur gutes berichten. Sehr nettes und aufmerksames Pflegepersonal, vom Empfang über die Schwestern und Pfleger bis zu den behandelnden Ärzten. Ich habe mich gut aufgehoben gefühlt.",,"Sentiment(polarity=0.6666666666666666, subjectivity=0.0)",Positiv
10,KRH Klinikum Großburgwedel, 1 Stern ,vor einem Jahr,6,"Unfreundliches Personal in der Notfallaufnahme und sehr dreckig, an den Liegen klebte großflächig getrocknetes Blut! Hygienestandards scheint es hier nicht zu geben.",,"Sentiment(polarity=-0.5, subjectivity=0.0)",Negativ
10,KRH Klinikum Großburgwedel, 1 Stern ,vor einem Monat,0,"Die Pförtnerin und die Türsteherin sind sehr unfreundlich und inkompetent. Bis heute verstehe ich nicht, warum die Türsteherin meine Krankheitsgeschichte erfahren muss, damit ich zur Pförtnerin weitergeschickt werde. Diese erlaubt mir dann den Termin im AUZ wahrzunehmen. Des Weiteren werden Dolmetscher sehr unfreundlich behandelt. Auf die Aussage, dass der Patient nicht gut ""deutsch"" sprechen kann: ""Naja, da muss SIE jetzt durch - ist kein Wunschkonzert!"" Auf die Aufsage des Dolmatchers , ob Sie denn gerne übersetzen möchte: kam ein ""Schulter zucken"". Das Personal im AUZ und die Ärzte waren hingegen nett, zuvorkommend und professionell. Vielleicht sollte man sich Gedanken machen, über das was außerhalb der Pflege unterwegs ist.",,"Sentiment(polarity=0.024999999999999994, subjectivity=0.0)",Positiv
10,KRH Klinikum Großburgwedel, 5 Sterne ,vor einem Monat,3,"Am 4.02.21 wurde am linken  Knie bei mir eine Arthroskopie mit Teilresektion, Knorpelshaving usw. durchgeführt.
Wenn ich sehe wie Top der Ablauf war, kann ich nur danke sagen. Mein erster Besuch am 29.01.21 bei Herrn Dr. Helms war ohne Zeitdruck und mit einer exzellenten Beratung und ohne Versprechungen das nach der OP alles erledigt sei, denn Arthrose kann man nicht so beheben. Am 2.02.21, stand das OP Vorgespräch incl. Coronatest an, alles wurde mir gut erklärt und konnte ohne Zeitdruck meine Fragen stellen, Danke dafür. Noch eins muss ich sagen die Schwester (glaube Tanja) die bei mir den Covid 19 Test (vor dem hatte ich echt Angst) mit solch einer Gelassenheit und Ruhe durchgeführt hat, danke ich ganz herzlich. Nun zur OK die am 04.02.21 von Dr. Frömel und der (A) Ärztin Meuer durchgeführt und auch während der OP mir erläutert wurde, gebe ich volle Punktzahl, auch hier ein grosses Danke.
Vergessen will ich auch die Anästhesieärzte die einen tollen Job gemacht hatten auch nicht, eine Danke auch hier. Das ganze Pflegeteam  und Ärzte harmonieren und, dass macht eine Menge aus... Heute zwei Tage später, kann ich nur über meine Angst vor der OP lachen.. Irre. Ob das Gebäude alt oder neu ist, ob das essen besser sein könnte sind Fragen die mich persönlich nicht interessieren , da ich nicht wegen dem Gebäude oder Essen da bin sondern wegen meiner Gesundheit... Vielleicht sollte mal darüber nachdenken...

Von meinem iPad gesendet",,"Sentiment(polarity=0.2409090909090909, subjectivity=0.0)",Positiv
10,KRH Klinikum Großburgwedel, 5 Sterne ,vor 7 Monaten,0,Wir waren schon so oft dort. Immer sehr gute und fachgerechte Behandlung. Heute war ich nach einer Stunde Notaufnahme versorgt. Wir fahren nur noch dorthin (mein Mann ist ein kleiner Pechvogel 🙄😉)...,,"Sentiment(polarity=0.25, subjectivity=0.0)",Positiv
